Population,Treatment,Treatment Name,Replicate,Tag,Date,DOY,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
CF,2,Wet,2,CF 2-2,8/9/17,221,33,13:35:46,1615,1,14.3517762,0.375365104,323.7194628,4.727408436,1.241482938,21.65945512,1.1,2.495869705,0.5,4.492565469,24.87582207,21.13234329,26.3490181,400.6201782,397.0522461,13.57904816,14.60319996,39.99140167,43.00761414,500.3370056,1499.917358,176.8534393,92.95304871,2.944634438,-0.218291879,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548518233,0.004727408,294.2823433,298.0258221,239.986772,0.527111827,2.598894895,27.95922168,13.35602172,21.13234329,2.516303683,0.34642078,1.357411957,1.158891726,0.218939833,30.09071099,0.815306968,54.95525295,392.7395882,0.020082149
CF,2,Wet,2,CF 2-2,8/9/17,221,34,13:35:47,1616,1,14.50109144,0.377500247,323.4003301,4.743548643,1.239233819,21.64604197,1.1,2.495869705,0.5,4.492565469,24.87615013,21.12334251,26.34594727,400.6495361,397.0473633,13.57681179,14.60446167,39.98406601,43.01052094,500.3356628,1499.880859,176.8113708,92.953125,2.944634438,-0.218291879,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548506026,0.004743549,294.2733425,298.0261501,239.9809321,0.522699457,2.59676417,27.93627616,13.33181449,21.12334251,2.51491358,0.34823854,1.357530351,1.157383229,0.220101613,30.06107131,0.814513229,55.0201914,392.6898367,0.020317634
CF,2,Wet,2,CF 2-2,8/9/17,221,35,13:35:49,1618.5,1,13.65581014,0.373053402,326.5530576,4.703285787,1.242226678,21.65981788,1.1,2.495869705,0.5,4.492565469,24.8762188,21.12451363,26.34171677,400.5169067,397.1039734,13.57674313,14.5956955,39.98400497,42.98485565,500.3277893,1499.830933,177.13797,92.95383453,2.944634438,-0.218291879,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548434448,0.004703286,294.2745136,298.0262188,239.9729439,0.535304256,2.598952542,27.95960549,13.36390999,21.12451363,2.515094412,0.344450907,1.356725864,1.158368548,0.217680988,30.35435888,0.822336414,54.90801804,393.0004508,0.019079201
TL,2,Wet,2,TL 2-2,8/9/17,221,36,13:39:43,1852.5,1,9.990476433,0.155478196,283.3077915,2.247082326,1.361688122,22.15738958,1.5,2.408043608,0.5,4.334478495,25.00465584,20.76013947,26.73904228,400.6506653,397.3878479,13.50867653,14.17279625,39.47935486,41.42025757,500.3393555,1499.202393,138.5584717,92.95246124,2.66347599,-0.222631097,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335595703,0.002247082,293.9101395,298.1546558,239.8723775,1.397250113,2.679084416,28.82209228,14.64929603,20.76013947,2.459377709,0.150094298,1.317396294,1.141981415,0.094278232,26.33415651,0.712925151,49.85542125,394.2762525,0.012632752
TL,2,Wet,2,TL 2-2,8/9/17,221,37,13:39:45,1854,1,9.804984707,0.155660906,285.3966189,2.253473046,1.363996245,22.17296926,1.5,2.408043608,0.5,4.334478495,25.01872253,20.77821922,26.7585392,400.6380005,397.4299927,13.50928307,14.17529202,39.44813919,41.39293671,500.337738,1499.108643,138.4937744,92.95270538,2.66347599,-0.222631097,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.33558492,0.002253473,293.9282192,298.1687225,239.8573775,1.394750041,2.681627987,28.84938073,14.67408871,20.77821922,2.462116587,0.150264566,1.317631742,1.144484845,0.094385718,26.52838784,0.718105388,49.81934581,394.3761699,0.012386091
TL,2,Wet,2,TL 2-2,8/9/17,221,38,13:39:49,1859,1,9.936653628,0.153963482,282.8719656,2.241000374,1.370836424,22.21227449,1.5,2.408043608,0.5,4.334478495,25.08341026,20.81093597,26.84575844,400.6837158,397.4377747,13.5085392,14.17085266,39.29415894,41.2207222,500.3469543,1498.868286,138.0238037,92.95262909,2.66347599,-0.222631097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335646362,0.002241,293.960936,298.2334103,239.8189204,1.40133852,2.688054435,28.91854121,14.74768855,20.81093597,2.467079596,0.148682195,1.317218011,1.149861585,0.093386857,26.2936929,0.711739003,49.66757884,394.3429427,0.012515237
TL,2,Wet,2,TL 2-2,8/9/17,221,39,13:39:50,1859.5,1,9.865810673,0.154043015,283.6691607,2.243242481,1.371520563,22.21654773,1.5,2.408043608,0.5,4.334478495,25.08941078,20.81583786,26.85342598,400.6620483,397.4370728,13.50801849,14.17099571,39.27865601,41.20646286,500.3460388,1498.868408,138.0074768,92.95277405,2.66347599,-0.222631097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335640259,0.002243242,293.9658379,298.2394108,239.81894,1.400709867,2.688753925,28.92602133,14.75502562,20.81583786,2.467823948,0.148756363,1.317233362,1.150590586,0.093433673,26.36783539,0.7137461,49.65625627,394.3643053,0.012422504
TL,2,Wet,2,TL 2-2,8/9/17,221,40,13:39:53,1862.5,1,10.06021371,0.154766929,282.0478567,2.260459755,1.375762684,22.24348546,1.5,2.408043608,0.5,4.334478495,25.12436104,20.84829903,26.89595413,400.6985168,397.413208,13.50484085,14.17290878,39.18754578,41.12610245,500.3433838,1498.718628,138.2357788,92.9522934,2.66347599,-0.222631097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335622559,0.00226046,293.998299,298.274361,239.7949751,1.395186435,2.693167059,28.97364832,14.80073954,20.84829903,2.472758146,0.149431332,1.317404375,1.155353771,0.093859732,26.21699512,0.709709318,49.59014705,394.2798925,0.01265313
SG,2,Wet,4,SG 2-4,8/9/17,221,46,13:42:51,2040,1,16.45583685,0.123971438,171.6895472,1.61656616,1.221167215,21.12770438,1.5,2.408043608,0.5,4.334478495,20.03973961,19.85999298,18.73894119,400.458313,395.3330078,13.44805527,13.9259758,53.13723755,55.0256424,500.3092957,1499.948242,142.1109009,92.9500351,1.932579994,-0.232151628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335395304,0.001616566,293.009993,293.1897396,239.9917134,1.267711402,2.515587154,27.06386449,13.13788869,19.85999298,2.326345065,0.120524295,1.294419939,1.031925126,0.075629985,15.95854944,0.434290949,51.81830949,390.2077362,0.021852812
SG,2,Wet,4,SG 2-4,8/9/17,221,47,13:42:52,2041,1,16.19145927,0.123761277,174.8214351,1.608598046,1.217180672,21.10014072,1.5,2.408043608,0.5,4.334478495,19.99217796,19.83131981,18.68956184,400.382843,395.337616,13.44756317,13.92314148,53.29184723,55.17653656,500.2965698,1499.945435,142.6529846,92.94976044,1.932579994,-0.232151628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335310465,0.001608598,292.9813198,293.142178,239.9912642,1.268820908,2.511333337,27.01817977,13.09503829,19.83131981,2.322213189,0.120325649,1.294152665,1.028060524,0.075504834,16.24961051,0.442207946,51.89317802,390.2946863,0.021527997
SG,2,Wet,4,SG 2-4,8/9/17,221,48,13:42:53,2042,1,16.21595677,0.123048451,173.2507554,1.59746526,1.215575777,21.08748098,1.5,2.408043608,0.5,4.334478495,19.94583511,19.81754112,18.64039421,400.331665,395.2806091,13.44718742,13.9194603,53.44335556,55.32031631,500.313324,1500.016357,143.1665802,92.94943237,1.932579994,-0.232151628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.33542216,0.001597465,292.9675411,293.0958351,240.0026118,1.269939857,2.50938171,26.99727848,13.07781818,19.81754112,2.320229935,0.119651742,1.293805934,1.026424002,0.07508027,16.10355938,0.438298139,51.91215823,390.2300496,0.021572027
SG,2,Wet,4,SG 2-4,8/9/17,221,49,13:42:54,2043,1,16.60928436,0.122416407,166.933476,1.585218904,1.212339404,21.06359627,1.5,2.408043608,0.5,4.334478495,19.89892197,19.79132652,18.59149361,400.4008484,395.2335205,13.4460783,13.91471672,53.59445953,55.46239853,500.3306274,1499.983398,143.4840088,92.94934845,1.932579994,-0.232151628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335537516,0.001585219,292.9413265,293.048922,239.9973384,1.27226975,2.505703257,26.95772804,13.04301132,19.79132652,2.316460798,0.119054027,1.293363853,1.023096945,0.074703723,15.51635783,0.422366695,51.96405647,390.0604567,0.022126975
SG,2,Wet,4,SG 2-4,8/9/17,221,50,13:42:55,2044,1,16.88635066,0.122183391,162.888858,1.57776125,1.208896488,21.03977012,1.5,2.408043608,0.5,4.334478495,19.85330391,19.76661873,18.54357719,400.5087585,395.2591553,13.44592476,13.91236687,53.74547195,55.60991287,500.3228149,1500.066406,143.8003845,92.94910431,1.932579994,-0.232151628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.335485433,0.001577761,292.9166187,293.0033039,240.0106196,1.273151393,2.502038527,26.91837157,13.00600471,19.76661873,2.312913223,0.118833624,1.293142039,1.019771184,0.074564878,15.14037345,0.412106477,52.02882829,389.9997974,0.022527628
CF,3,Deep,4,CF 3-4,8/9/17,221,51,13:52:06,2595.5,1,14.51062379,0.262436681,296.8571001,3.234019648,1.188671839,21.04417525,1.3,2.451956657,0.5,4.413521982,24.16461372,19.99649811,25.96582031,401.1209106,397.0171814,13.30813408,14.13651466,40.897789,43.44351578,500.3488159,1498.821411,101.2740555,92.95388031,2.597405434,-0.242363572,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.848837046,0.00323402,293.1464981,297.3146137,239.8114204,1.047677138,2.502715731,26.92427387,12.78775921,19.99649811,2.346104265,0.247707507,1.314043892,1.032060373,0.156076404,27.59401935,0.747718522,54.23071612,392.5786984,0.020044937
CF,3,Deep,4,CF 3-4,8/9/17,221,52,13:52:06,2596,1,14.57309851,0.262865083,296.6030643,3.238800304,1.188597305,21.04406961,1.3,2.451956657,0.5,4.413521982,24.16943359,19.99764442,25.97024727,401.1358643,397.0154419,13.30754566,14.13714409,40.88414764,43.43288422,500.3525391,1498.80542,101.2947159,92.95386505,2.597405434,-0.242363572,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.848865685,0.0032388,293.1476444,297.3194336,239.8088618,1.046425182,2.502699489,26.92410356,12.78695947,19.99764442,2.346270815,0.248089135,1.314102184,1.032168632,0.15631882,27.57040122,0.747081934,54.23747093,392.5578493,0.020134816
CF,3,Deep,4,CF 3-4,8/9/17,221,53,13:52:11,2601,1,14.60303702,0.257805601,294.6953905,3.204035707,1.197565627,21.09616948,1.3,2.451956657,0.5,4.413521982,24.21596146,20.03790474,26.01406288,401.2047424,397.0800476,13.30631924,14.12702656,40.7662468,43.28062439,500.3493652,1498.820068,100.8907852,92.95341492,2.597405434,-0.242363572,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.848841271,0.003204036,293.1879047,297.3659615,239.8112056,1.058264742,2.510720988,27.01052985,12.88350329,20.03790474,2.352126896,0.243577584,1.313155361,1.038971535,0.153453399,27.3929429,0.742156128,53.98791694,392.6132975,0.020080511
CF,3,Deep,4,CF 3-4,8/9/17,221,54,13:52:14,2603.5,1,14.16517855,0.25604306,296.9778824,3.193690555,1.201448791,21.12022991,1.3,2.451956657,0.5,4.413521982,24.23953629,20.05835915,26.03661537,401.1729126,397.1629944,13.30701923,14.12507534,40.71111679,43.21385193,500.3511658,1498.78772,101.4364929,92.95413971,2.597405434,-0.242363572,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.848855121,0.003193691,293.2083591,297.3895363,239.8060298,1.061870761,2.514433018,27.05025323,12.92517789,20.05835915,2.355107004,0.242003627,1.312984227,1.042122777,0.152453931,27.60532357,0.74774812,53.88858078,392.8301756,0.019431841
CF,3,Deep,4,CF 3-4,8/9/17,221,55,13:52:15,2605,1,14.06660967,0.25511846,297.245749,3.191285855,1.204632619,21.14103153,1.3,2.451956657,0.5,4.413521982,24.2519989,20.07904053,26.04956245,401.1088867,397.1249084,13.30799007,14.12541962,40.68359375,43.18253708,500.3574829,1498.764404,101.5203629,92.95394897,2.597405434,-0.242363572,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.848903715,0.003191286,293.2290405,297.4019989,239.8022993,1.061990998,2.517646153,27.0848757,12.95945608,20.07904053,2.358123543,0.241177478,1.313013534,1.045110009,0.151929365,27.63016618,0.748494347,53.81542233,392.8222397,0.019270817
TL,3,Deep,6,TL 3-6,8/9/17,221,56,13:56:19,2849,1,9.742466605,0.165976207,291.1163481,2.460778839,1.39966335,22.28658473,1.4,2.430000132,0.5,4.374000238,24.86426926,21.00238419,26.64074707,399.5045776,396.5053711,13.31260681,13.99155807,39.23434448,41.23532104,500.3139954,1498.793579,150.0504608,92.95446014,2.889367104,-0.217937112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.573671395,0.002460779,294.1523842,298.0142693,239.8069673,1.284200539,2.700241077,29.04907493,15.05751685,21.00238419,2.496297611,0.159908312,1.300577727,1.195719884,0.100470702,27.06056297,0.734205308,48.96190674,393.4984371,0.012122278
TL,3,Deep,6,TL 3-6,8/9/17,221,57,13:56:20,2850,1,9.837375276,0.165751482,290.0427778,2.461834005,1.402078088,22.30155252,1.4,2.430000132,0.5,4.374000238,24.87891579,21.01779938,26.65788651,399.5323792,396.5065308,13.31276894,13.99200344,39.20067596,41.20074463,500.3195801,1498.730957,150.2293701,92.95477295,2.889367104,-0.217937112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.573711286,0.002461834,294.1677994,298.0289158,239.7969478,1.283753147,2.702701591,29.07544718,15.08344374,21.01779938,2.498663341,0.159699707,1.300623503,1.198039838,0.100338943,26.96086055,0.731495588,48.9171706,393.470304,0.012230061
TL,3,Deep,6,TL 3-6,8/9/17,221,58,13:56:21,2850.5,1,9.89115901,0.165456872,289.364176,2.459411589,1.403090192,22.30735155,1.4,2.430000132,0.5,4.374000238,24.88619614,21.02262306,26.66625404,399.5727844,396.5321655,13.31285858,13.99141884,39.18379974,41.18100739,500.3242188,1498.70752,150.3586578,92.95449066,2.889367104,-0.217937112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.57374442,0.002459412,294.1726231,298.0361961,239.7931978,1.28472849,2.703655404,29.08579655,15.09437771,21.02262306,2.499404022,0.159426201,1.300565212,1.198838811,0.100166195,26.89769959,0.729736957,48.8947588,393.4793388,0.01229101
TL,3,Deep,6,TL 3-6,8/9/17,221,59,13:56:22,2851.5,1,9.974171092,0.164828906,288.1967951,2.457618596,1.407182075,22.33179235,1.4,2.430000132,0.5,4.374000238,24.90068054,21.04742813,26.68257141,399.6356506,396.5720215,13.31263924,13.990695,39.14925766,41.14325714,500.3318176,1498.59436,150.6193542,92.95439148,2.889367104,-0.217937112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.573798697,0.002457619,294.1974281,298.0506805,239.7750923,1.284364214,2.707678616,29.12910915,15.13841415,21.04742813,2.503215903,0.158843096,1.30049654,1.202719363,0.099797913,26.78915771,0.726719938,48.81368034,393.4935738,0.012373163
TL,3,Deep,6,TL 3-6,8/9/17,221,60,13:56:23,2852.5,1,10.05424993,0.16436235,287.0973456,2.455659586,1.40988248,22.34838814,1.4,2.430000132,0.5,4.374000238,24.91540337,21.06346893,26.69829559,399.640625,396.5546875,13.31354809,13.99109173,39.11748505,41.10822296,500.3106689,1498.590332,150.7723083,92.954216,2.889367104,-0.217937112,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.573647635,0.00245566,294.2134689,298.0654034,239.7744478,1.284919203,2.710413443,29.15858537,15.16749364,21.06346893,2.505683658,0.158409767,1.300530963,1.205152695,0.099524235,26.68690867,0.7239792,48.7611504,393.4515241,0.012460412
SG,3,Deep,1,SG 3-1,8/9/17,221,61,14:06:37,3466.5,1,11.63996578,0.1068063,212.933234,1.317279618,1.150491626,20.58712554,1.2,2.473913181,0.5,4.453043725,19.01186562,19.28886414,18.8212738,399.9444885,397.0274353,13.48862648,13.80019093,56.81717682,58.12955475,500.3526917,1500.939575,225.2969971,92.95603943,2.71791935,-0.2198807,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.169605764,0.00131728,292.4388641,292.1618656,240.1503267,1.298261404,2.433302718,26.17691904,12.37672811,19.28886414,2.245246429,0.104304554,1.282811092,0.962435337,0.065410589,19.7934301,0.53631869,52.88463348,393.4986234,0.015643646
SG,3,Deep,1,SG 3-1,8/9/17,221,62,14:06:38,3467,1,11.84619204,0.107652032,211.1536414,1.323129338,1.146756875,20.56237738,1.2,2.473913181,0.5,4.453043725,19.02097702,19.26314735,18.87934303,399.9348755,396.967804,13.48752022,13.80047035,56.78017426,58.09763718,500.3491821,1501.019897,225.3364258,92.95595551,2.71791935,-0.2198807,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.169576518,0.001323129,292.4131474,292.170977,240.1631782,1.29923003,2.429592783,26.13703199,12.33656164,19.26314735,2.241653775,0.105110981,1.282835908,0.958817867,0.065918031,19.6279885,0.53191629,52.97554207,393.3764718,0.015953126
SG,3,Deep,1,SG 3-1,8/9/17,221,63,14:06:38,3467.5,1,12.12338919,0.108065162,207.6208486,1.324389855,1.143582254,20.54128983,1.2,2.473913181,0.5,4.453043725,19.03235626,19.23963737,18.95254707,399.9319153,396.8982239,13.48743057,13.80068302,56.73939896,58.05719757,500.3424072,1501.087158,225.2853699,92.95578003,2.71791935,-0.2198807,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.16952006,0.00132439,292.3896374,292.1823563,240.1739399,1.301652453,2.42643551,26.10311601,12.30243298,19.23963737,2.238373822,0.105504802,1.282853255,0.955520567,0.066165851,19.29955793,0.523108535,53.04976369,393.2228557,0.016355685
SG,3,Deep,1,SG 3-1,8/9/17,221,64,14:06:39,3468.5,1,12.39577833,0.110452486,207.4476599,1.346301883,1.138003719,20.50643239,1.2,2.473913181,0.5,4.453043725,19.05942154,19.20698547,19.13158417,399.9436646,396.8425598,13.48618031,13.80461597,56.63851166,57.9758606,500.3396912,1501.179688,225.2407074,92.95591736,2.71791935,-0.2198807,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.169497426,0.001346302,292.3569855,292.2094215,240.1887446,1.299446912,2.42122446,26.04701808,12.24240211,19.20698547,2.233825431,0.107779152,1.283220742,0.950604689,0.067597157,19.28348753,0.522745494,53.20397713,393.0846132,0.016777678
SG,3,Deep,1,SG 3-1,8/9/17,221,65,14:06:40,3469,1,12.5883728,0.110650073,204.9120118,1.348136488,1.137568175,20.50415633,1.2,2.473913181,0.5,4.453043725,19.07712555,19.20365334,19.22990036,399.9499207,396.8024597,13.48680115,13.80567074,56.57850647,57.91619873,500.3391724,1501.178711,225.1447601,92.95574188,2.71791935,-0.2198807,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.169493103,0.001348136,292.3536533,292.2271255,240.1885884,1.300502998,2.420884541,26.04341046,12.23773973,19.20365334,2.233361721,0.107967281,1.283316366,0.950045356,0.067715561,19.04774808,0.516408119,53.21740549,392.9861255,0.017046926
CF,1,Dry,2,CF 1-2,8/9/17,221,66,14:09:41,3650,1,9.916512283,0.200460677,308.5854099,2.495848664,1.184276425,20.96420618,1.1,2.495869705,0.5,4.492565469,21.60385513,19.89664459,22.44043541,400.4650879,398.0667114,13.5108881,14.0518465,48.48846436,50.42988205,500.3813782,1499.518188,238.1344604,92.95365906,2.725579262,-0.217505097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.54892162,0.002495849,293.0466446,294.7538551,239.9229048,1.067561584,2.490446974,26.79235008,12.74050357,19.89664459,2.331636034,0.191898082,1.306170549,1.025465485,0.120677286,28.68414298,0.775210288,53.52940358,395.0868346,0.013435654
CF,1,Dry,2,CF 1-2,8/9/17,221,67,14:09:42,3650.5,1,9.971427925,0.200296594,308.064784,2.494080513,1.18436502,20.96493707,1.1,2.495869705,0.5,4.492565469,21.60411644,19.89683151,22.44234848,400.4717712,398.0614929,13.51152039,14.05209255,48.48997498,50.4299736,500.3840332,1499.498657,238.2979584,92.95368958,2.725579262,-0.217505097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548945756,0.002494081,293.0468315,294.7541164,239.9197798,1.068105561,2.490558869,26.79354505,12.74145249,19.89683151,2.331663044,0.191747712,1.306193849,1.025469195,0.120582141,28.6357583,0.773912547,53.52635608,395.0651142,0.013510031
CF,1,Dry,2,CF 1-2,8/9/17,221,68,14:09:42,3651,1,10.0563341,0.19993903,307.1914917,2.49104094,1.184943059,20.96776526,1.1,2.495869705,0.5,4.492565469,21.60510826,19.89871597,22.44491768,400.4590454,398.030304,13.51062202,14.05055428,48.48373413,50.42131805,500.3673096,1499.542236,238.4101257,92.95354462,2.725579262,-0.217505097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548793723,0.002491041,293.048716,294.7551083,239.9267524,1.069049289,2.490991883,26.79824522,12.74769095,19.89871597,2.33193537,0.191419994,1.306048824,1.025886546,0.120374783,28.55453803,0.771779155,53.50813938,395.0084112,0.013622387
CF,1,Dry,2,CF 1-2,8/9/17,221,69,14:09:43,3651.5,1,10.08990171,0.200079485,306.9751986,2.493317576,1.185225749,20.97007286,1.1,2.495869705,0.5,4.492565469,21.60633087,19.90189552,22.44707298,400.4720764,398.0357361,13.51089001,14.05131912,48.4810524,50.42027283,500.3637695,1499.545044,238.6049957,92.9535141,2.725579262,-0.217505097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548761541,0.002493318,293.0518955,294.7563309,239.9272017,1.068177333,2.491345239,26.80205545,12.75073633,19.90189552,2.332394913,0.191548731,1.30611949,1.026275423,0.120456238,28.53442345,0.771225221,53.50492667,395.0037564,0.013667198
CF,1,Dry,2,CF 1-2,8/9/17,221,70,14:09:43,3652,1,10.09684545,0.199847983,306.8425519,2.491506793,1.185678052,20.97323588,1.1,2.495869705,0.5,4.492565469,21.60791969,19.90458679,22.45118904,400.4936829,398.0559387,13.5115881,14.05163002,48.47896957,50.41661453,500.3587036,1499.531006,239.080246,92.95374298,2.725579262,-0.217505097,1,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548715487,0.002491507,293.0545868,294.7579197,239.9249556,1.068649086,2.491829657,26.80720084,12.75557082,19.90458679,2.332783946,0.191336538,1.306151605,1.026632341,0.120321978,28.52216371,0.770852843,53.49380176,395.0218724,0.013673133
TL,1,Dry,2,TL 1-2,8/9/17,221,71,14:12:31,3820,1,14.81873998,0.162138951,237.4402756,2.169508642,1.263557202,21.57446085,1.6,2.386087084,0.5,4.294956751,21.78940201,20.37759209,22.32047272,400.4061584,395.3927307,13.53714466,14.22109604,48.03329086,50.46012497,500.3059387,1500.071167,263.1227417,92.95077515,2.143120766,-0.239143014,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.126912117,0.002169509,293.5275921,294.939402,240.0113814,1.196868763,2.585419102,27.81492782,13.59383178,20.37759209,2.402048335,0.156240707,1.3218619,1.080186434,0.098163769,22.07025767,0.600517554,51.89434987,390.7348726,0.019681091
TL,1,Dry,2,TL 1-2,8/9/17,221,72,14:12:32,3821,1,14.73106029,0.161773617,238.0057056,2.164986749,1.26366165,21.57399863,1.6,2.386087084,0.5,4.294956751,21.79347992,20.37514687,22.31541824,400.3851624,395.4002686,13.53673267,14.21926975,48.01958084,50.44078445,500.2986145,1500.029541,263.1415405,92.95022583,2.143120766,-0.239143014,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.126866341,0.002164987,293.5251469,294.9434799,240.0047212,1.198851763,2.585345984,27.81430557,13.59503582,20.37514687,2.401685687,0.155901442,1.321684335,1.080001352,0.097949496,22.12268409,0.601936125,51.88512909,390.7699702,0.019559409
TL,1,Dry,2,TL 1-2,8/9/17,221,73,14:12:33,3822,1,14.82402992,0.161607747,236.9018635,2.163054852,1.263785668,21.57411505,1.6,2.386087084,0.5,4.294956751,21.79658127,20.37423134,22.30473709,400.3988953,395.3843994,13.53616333,14.21810913,48.00854492,50.4271965,500.2861633,1500.080933,263.2205811,92.95038605,2.143120766,-0.239143014,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.126788521,0.002163055,293.5242313,294.9465813,240.0129439,1.199883711,2.585364401,27.81445576,13.59634663,20.37423134,2.401549919,0.155747388,1.321578733,1.079971186,0.0978522,22.02011966,0.599168464,51.87898363,390.7248786,0.019682791
TL,1,Dry,2,TL 1-2,8/9/17,221,74,14:12:34,3823,1,14.67978253,0.160665783,237.5326054,2.153470506,1.265284484,21.58233691,1.6,2.386087084,0.5,4.294956751,21.79789352,20.37960434,22.29018974,400.3760376,395.408905,13.5370903,14.21601105,48.00788116,50.41559982,500.2897339,1500.096802,263.2433167,92.95018005,2.143120766,-0.239143014,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,3.126810837,0.002153471,293.5296043,294.9478935,240.0154829,1.202732575,2.58666527,27.82851275,13.6125017,20.37960434,2.402346805,0.154872318,1.321380786,1.080966019,0.09729955,22.07869844,0.600726495,51.83566843,390.7947244,0.01947151
TL,1,Dry,2,TL 1-2,8/9/17,221,75,14:12:35,3824,1,14.67562225,0.161491975,238.3149955,2.162235603,1.264169303,21.57644766,1.6,2.386087084,0.5,4.294956751,21.79791832,20.37618065,22.27434158,400.3696899,395.4030762,13.53639793,14.21804047,48.00516129,50.42251968,500.3192139,1500.217041,263.376709,92.94980621,2.143120766,-0.239143014,1,-0.219565243,2.737391472,1,0,0.159999996,111115,3.126995087,0.002162236,293.5261806,294.9479183,240.0347212,1.200267007,2.585733409,27.81859925,13.60055878,20.37618065,2.401839,0.155639858,1.321564106,1.080274894,0.097784288,22.15133265,0.602714065,51.86989494,390.7902032,0.01947907
SG,1,Dry,2,SG 1-2,8/9/17,221,76,14:16:07,4036.5,1,16.38116061,0.203050548,256.1463575,2.339570605,1.096997724,20.38778053,1.1,2.495869705,0.5,4.492565469,19.88284874,19.3644352,19.49147797,400.2758789,396.4706421,13.5500927,14.0572052,54.06098175,56.08421707,500.3526917,1499.304565,267.0192871,92.94608307,3.140770912,-0.202765107,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,4.548660833,0.002339571,292.5144352,293.0328487,239.8887251,1.023345339,2.403559887,25.85972219,11.80251699,19.3644352,2.25583299,0.194270118,1.306562162,0.949270828,0.122178299,23.80780062,0.646066393,55.44380087,391.5481614,0.023195967
SG,1,Dry,2,SG 1-2,8/9/17,221,77,14:16:08,4037.5,1,16.65174018,0.202701572,253.6916667,2.336631114,1.097421139,20.39040484,1.1,2.495869705,0.5,4.492565469,19.8784771,19.36676025,19.49087143,400.2992249,396.4351196,13.55041981,14.05685043,54.07689667,56.09795761,500.3970642,1499.209106,267.1702271,92.9460144,3.140770912,-0.202765107,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,4.54906422,0.002336631,292.5167603,293.0284771,239.8734517,1.023644588,2.403949362,25.86393163,11.8070812,19.36676025,2.256159394,0.193950647,1.306528223,0.949631171,0.121976126,23.5796293,0.639932373,55.43042476,391.4313307,0.023580459
